project_name,queue_position,fuel_primary,fuel_secondary,fuel_tertiary,net_mw,county,state,utility,pto_study_region,poi_station_or_line,application_status,status,technology,is_withdrawn,is_completed,is_active
QUARTZITE SOLAR 11,1526.0,Battery,Solar,,150.0,RIVERSIDE,CA,SCE,Eastern,Colorado River Substation 230kV,COMPLETED,completed,hybrid_solar_storage,0,1,0
BATERIA DEL SUR,1531.0,Battery,,,350.0,IMPERIAL,CA,,,Imperial Valley Substation 230 kV,COMPLETED,completed,storage,0,1,0
PLANO STORAGE,1540.0,Battery,,,350.0,MONTEREY,CA,PGAE,Northern,Moss Landing Substation 500kV,COMPLETED,completed,storage,0,1,0
RAMPA,1641.0,Battery,,,100.0,SAN BERNARDINO,CA,SCE,Eastern,Etiwanda Substation 230kV,COMPLETED,completed,storage,0,1,0
POME BESS,1669.0,Battery,,,100.0,SAN DIEGO,CA,SDGE,SDGE,Pomerado Substation 69 kV,COMPLETED,completed,storage,0,1,0
PEREGRINE STORAGE,1670.0,Battery,,,200.0,SAN DIEGO,CA,,,Silvergate Substation 230 kV,COMPLETED,completed,storage,0,1,0
RESAVA ENERGY STORAGE,1675.0,Battery,,,20.0,SAN DIEGO,CA,SDGE,,Valley Center Substation 69 kV,COMPLETED,completed,storage,0,1,0
POINT WIND FAST TRACK,1679.0,Wind Turbine,,,1.5374,KERN,CA,SCE,Northern,Vincent Sub,COMPLETED,completed,wind,0,1,0
RE GARLAND ,1680.0,Solar,,,3.0,KERN,CA,SCE,Northern,Whirlwind Substation,COMPLETED,completed,solar,0,1,0
LEAD,1713.0,Battery,,,32.0,KINGS,CA,PGAE,Fresno,GWF Hanford 115 kV ,COMPLETED,completed,storage,0,1,0
HIGH DESERT POWER PLANT UPDATE,1829.0,Natural Gas,,,100.0,SAN BERNARDINO,CA,SCE,NOL,Victor Substation,COMPLETED,completed,other,0,1,0
CHULA VISTA ENERGY CENTER EXPANSION,1834.0,Natural Gas,,,2.8,SAN DIEGO,CA,SDGE,,Otay Substation 69 kV,COMPLETED,completed,other,0,1,0
CASCADE ENERGY STORAGE EXPANSION,1835.0,Battery,,,20.0,SAN JOAQUIN,CA,PGAE,Northern,Weber 60 kV,COMPLETED,completed,storage,0,1,0
The contents of these pages are subject to change without notice.  Decisions based on information contained within the California ISO's web site are the visitor's sole responsibility.,,,,,,,,,,,,completed,other,0,1,0
,5.0,Natural Gas,,,900.0,SAN DIEGO,CA,SDGE,,Encina Power Plant Switchyard,WITHDRAWN,withdrawn,other,1,0,0
,6.0,Natural Gas,,,1156.0,SAN JOAQUIN,CA,PGAE,,Tesla Sub 230kV Bus E,WITHDRAWN,withdrawn,other,1,0,0
,8.0,Natural Gas,,,750.0,SAN DIEGO,CA,SDGE,,Sycamore Canyon Substation,WITHDRAWN,withdrawn,other,1,0,0
,9.0,Natural Gas,,,1200.0,SAN LUIS OBISPO,CA,PGAE,,Morro Bay Substation,WITHDRAWN,withdrawn,other,1,0,0
,10.0,Natural Gas,,,620.0,KINGS,CA,PGAE,,Gates Substation (Arco - Gates 230 kV line),WITHDRAWN,withdrawn,other,1,0,0
,11.0,Wind Turbine,,,63.0,SAN BERNARDINO,CA,SCE,,Wheaton Substation,WITHDRAWN,withdrawn,wind,1,0,0
,15.0,Wind Turbine,,,50.0,SAN BERNARDINO,CA,SCE,,Mountain Pass,WITHDRAWN,withdrawn,wind,1,0,0
,16.0,Wind Turbine,,,55.5,SANTA BARBARA,CA,PGAE,,Divide-Cabrillo #2 115kV line tap,WITHDRAWN,withdrawn,wind,1,0,0
,17.0,Solar,,,520.0,RIVERSIDE,CA,SCE,,Colorado River Substation 500kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,18.0,Wind Turbine,,,200.0,LOS ANGELES,CA,SCE,,Antelope,WITHDRAWN,withdrawn,wind,1,0,0
,25.0,Wind Turbine,,,117.0,SAN DIEGO,CA,SDGE,,Crestwood,WITHDRAWN,withdrawn,wind,1,0,0
,26.0,Wind Turbine,,,36.0,SAN DIEGO,CA,SDGE,,Crestwood,WITHDRAWN,withdrawn,wind,1,0,0
,27.0,Natural Gas,,,650.0,SAN DIEGO,CA,SDGE,,230/138/69 kV South Bay (650 MW CC),WITHDRAWN,withdrawn,other,1,0,0
,28.0,Natural Gas,,,145.1,SAN FRANCISCO,CA,PGAE,,Potrero 115 kV Sub,WITHDRAWN,withdrawn,other,1,0,0
,29.0,Wind Turbine,,,201.0,LAKE/SONOMA,CA,PGAE,,Collector Sub at Geysers #17 Fulton 230 kV line,WITHDRAWN,withdrawn,wind,1,0,0
,30.0,Natural Gas,,,48.7,SAN FRANCISCO,CA,PGAE,,SF Airport Substation,WITHDRAWN,withdrawn,other,1,0,0
,31.0,Wind Turbine,,,201.0,KERN,CA,SCE,,Monolith Substation,WITHDRAWN,withdrawn,wind,1,0,0
,34.0,Wind Turbine,,,300.0,KERN,CA,SCE,,Monolith Substation,WITHDRAWN,withdrawn,wind,1,0,0
,35.0,Natural Gas,,,49.9,FRESNO,CA,PGAE,,115 KV Panoche Sub,WITHDRAWN,withdrawn,other,1,0,0
,36.0,Natural Gas,,,99.9,STANISLAUS,CA,PGAE,,115 kV Tesla - Stockton Cogen Trans. Line.,WITHDRAWN,withdrawn,other,1,0,0
,37.0,Natural Gas,,,74.9,SAN JOAQUIN,CA,PGAE,,Tesla Substation,WITHDRAWN,withdrawn,other,1,0,0
,40.0,Natural Gas,,,118.0,ALAMEDA,CA,PGAE,,Eastshore Substation,WITHDRAWN,withdrawn,other,1,0,0
,41.0,Natural Gas,,,157.0,KERN,CA,SCE,,Pastoria Substation,WITHDRAWN,withdrawn,other,1,0,0
,42.0,Natural Gas,,,300.0,FRESNO,CA,PGAE,,McCall Substation,WITHDRAWN,withdrawn,other,1,0,0
,43.0,Natural Gas,,,168.7,SAN JOAQUIN,CA,PGAE,,Tesla-Bellota 230 kV line,WITHDRAWN,withdrawn,other,1,0,0
,44.0,Natural Gas,,,126.5,MADERA,CA,PGAE,,Borden Substation 230 kV Bus,WITHDRAWN,withdrawn,other,1,0,0
,46.0,Natural Gas,,,531.0,CONTRA COSTA,CA,PGAE,,Tesla-Tracy #1 230 kV Line - Tracy Sub,WITHDRAWN,withdrawn,other,1,0,0
,47.0,Natural Gas,,,200.6,FRESNO,CA,PGAE,,Herndon - Kearney 230 kV line,WITHDRAWN,withdrawn,other,1,0,0
,48.0,Natural Gas,,,590.0,CONTRA COSTA,CA,PGAE,,Contra Costa Power Plant 230 kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,53.0,Natural Gas,,,116.8,PLACER,CA,PGAE,,Pleasant Grove Sub Station,WITHDRAWN,withdrawn,other,1,0,0
,56.0,Natural Gas,,,634.0,CLARK,NV,SCE,,El Dorado 230 kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,58.0,Geothermal,,,62.0,MINERAL,NV,SCE,,Control 115kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,59.0,Natural Gas,,,97.2,KINGS,CA,PGAE,,Henrietta Substantion 70 kV,WITHDRAWN,withdrawn,other,1,0,0
,60.0,Natural Gas,,,94.0,KERN,CA,PGAE,,Kern Oil Substation 115 kV,WITHDRAWN,withdrawn,other,1,0,0
,62.0,Natural Gas,,,166.5,HUMBOLDT,CA,PGAE,,Humboldt Bay-Humboldt #1 115 kV,WITHDRAWN,withdrawn,other,1,0,0
,63.0,Natural Gas,,,158.0,CONTRA COSTA,CA,PGAE,,Contra Costa (230 kV),WITHDRAWN,withdrawn,other,1,0,0
,64.0,Natural Gas,,,147.0,HUMBOLDT,CA,PGAE,,Humboldt Bay Power Plant Sub,WITHDRAWN,withdrawn,other,1,0,0
,65.0,Natural Gas,,,424.8,LOS ANGELES,CA,SCE,,Long Beach Gen Station 220kv switchyard,WITHDRAWN,withdrawn,other,1,0,0
,68.0,Solar,,,850.0,SAN BERNARDINO,CA,SCE,,Pisgah Sub 230 kV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,69.0,Natural Gas,,,527.0,SAN BERNARDINO,CA,SCE,,Etiwanda 230kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,71.0,Natural Gas,,,591.0,CLARK,NV,SCE,,Eldorado 500/230kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,77.0,Wind Turbine,,,300.0,KERN,CA,SCE,,TBD Bakersfield,WITHDRAWN,withdrawn,wind,1,0,0
,78.0,Solar,,,300.0,IMPERIAL,CA,SDGE,,Imperial Valley Sub 230kV Bus,WITHDRAWN,withdrawn,solar,1,0,0
,80.0,Natural Gas,,,610.0,LOS ANGELES,CA,SCE,,Laguna Bell Sub 230 kV Bus,WITHDRAWN,withdrawn,other,1,0,0
,82.0,Biofuel,,,6.8,HUMBOLDT,CA,PGAE,,Rio Dell Substation 60kV,WITHDRAWN,withdrawn,other,1,0,0
,83.0,Wind Turbine,,,60.0,SAN BERNARDINO,CA,SCE,,Lugo-Pisgah No. 2 230 kV tran line,WITHDRAWN,withdrawn,wind,1,0,0
,85.0,Wind Turbine,,,120.0,KERN,CA,SCE,,Segment 3 230 Collector Loop Tehachapi,WITHDRAWN,withdrawn,wind,1,0,0
,,Wind Turbine,,,33.1,KERN,CA,SCE,,Vincent Substation,WITHDRAWN,withdrawn,wind,1,0,0
,,Wind Turbine,,,34.0,KERN,CA,SCE,,Canwind Substation 66kV,WITHDRAWN,withdrawn,wind,1,0,0
,87.0,Nuclear,,,28.0,SAN LUIS OBISPO,CA,PGAE,,Diablo Canyon Substation Circuit Breakers 532 and 632,WITHDRAWN,withdrawn,other,1,0,0
,88.0,Natural Gas,,,613.5,LOS ANGELES,CA,SCE,,Hinson Sub 230 kV bus,WITHDRAWN,withdrawn,other,1,0,0
,89.0,Natural Gas,,,570.0,SAN BERNARDINO,CA,SCE,,Victorville Substation,WITHDRAWN,withdrawn,other,1,0,0
,90.0,Natural Gas,,,93.0,SAN DIEGO,CA,SDGE,,Existing radial 69kV gen-tie line to TL6929,WITHDRAWN,withdrawn,other,1,0,0
,92.0,Natural Gas,,,570.0,LOS ANGELES,CA,SCE,,Vincent Sub 230 kV Bus,WITHDRAWN,withdrawn,other,1,0,0
,94.0,Wind Turbine,,,180.0,KERN,CA,SCE,,Highwind Sub 220kV Bus,WITHDRAWN,withdrawn,wind,1,0,0
,97.0,Wind Turbine,,,160.0,KERN,CA,SCE,,Whirlwind Sub 220kV bus,WITHDRAWN,withdrawn,wind,1,0,0
,101.0,Natural Gas,,,100.0,KERN,CA,PGAE,,PG&E Kern Oil-Vedder 115kV line,WITHDRAWN,withdrawn,other,1,0,0
,102.0,Wind Turbine,,,210.0,MONTEREY,CA,PGAE,,Coburn Sub 230 kV Bus,WITHDRAWN,withdrawn,wind,1,0,0
,,Wind Turbine,,,100.0,KERN,CA,PGAE,,Cabrill0-Divide 115kV,WITHDRAWN,withdrawn,wind,1,0,0
,103.0,Biofuel,,,27.0,SAN DIEGO,CA,SDGE,,Border Substation 69 kV,WITHDRAWN,withdrawn,other,1,0,0
,104.0,Natural Gas,,,304.0,LOS ANGELES,CA,SCE,,Laguna Bell Sub 230 kV Bus,WITHDRAWN,withdrawn,other,1,0,0
,105.0,Wind Turbine,,,100.0,HUMBOLDT,CA,PGAE,,Between Rio Del Junction and Bridgeville,WITHDRAWN,withdrawn,wind,1,0,0
,106.0,Solar,,,635.0,SAN BERNARDINO,CA,SCE,,Mohave 500 kV Switchyard,WITHDRAWN,withdrawn,solar,1,0,0
,,Solar,Battery,,100.0,SAN DIEGO,CA,SDGE,,Boulevard East Substation 138kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,107.0,Wind Turbine,,,128.0,SOLANO,CA,PGAE,,Brighton-Contra Costa 115 kV,WITHDRAWN,withdrawn,wind,1,0,0
,,Solar,,,300.0,KERN,CA,PGAE,,Morro Bay - Midway 230kV line,WITHDRAWN,withdrawn,solar,1,0,0
,109.0,Solar,,,550.0,SAN BERNARDINO,CA,SCE,,Pisgah Substation,WITHDRAWN,withdrawn,solar,1,0,0
,110.0,Solar,,,1400.0,SAN BERNARDINO,CA,SCE,,Pisgah Substation,WITHDRAWN,withdrawn,solar,1,0,0
,111.0,Biofuel,,,16.0,KERN,CA,PGAE,,Tap of Chevron 70kv tran line,WITHDRAWN,withdrawn,other,1,0,0
,112.0,Wind Turbine,,,300.0,SAN DIEGO,CA,SDGE,,500 kV Imperial Valley-Miguel trans line,WITHDRAWN,withdrawn,wind,1,0,0
,113.0,Wind Turbine,,,30.0,SOLANO,CA,PGAE,,Birds Landing Switching Station 230kV bus,WITHDRAWN,withdrawn,wind,1,0,0
,114.0,Wind Turbine,,,150.0,SAN BERNARDINO,CA,SCE,,Victor 230 kV,WITHDRAWN,withdrawn,wind,1,0,0
,115.0,Wind Turbine,,,150.0,SAN BERNARDINO,CA,SCE,,Lugo-Pisgah 230kV line,WITHDRAWN,withdrawn,wind,1,0,0
,116.0,Wind Turbine,,,50.0,SAN BERNARDINO,CA,SCE,,Lugo-Pisgah 230kV line,WITHDRAWN,withdrawn,wind,1,0,0
,117.0,Wind Turbine,,,70.0,HUMBOLDT,CA,PGAE,,Rio Del Junction - Bridgeville,WITHDRAWN,withdrawn,wind,1,0,0
,118.0,Natural Gas,,,550.0,MOHAVE,AZ,SCE,,SCE Mohave Substation,WITHDRAWN,withdrawn,other,1,0,0
,120.0,Solar,,,1200.0,SAN BERNARDINO,CA,SCE,,Mojave 500 kV Switchyard,WITHDRAWN,withdrawn,solar,1,0,0
,122.0,Natural Gas,,,99.0,ORANGE,CA,SDGE,,SDG&E Margarita Substation,WITHDRAWN,withdrawn,other,1,0,0
,123.0,Natural Gas,,,99.0,SAN DIEGO,CA,SDGE,,SDG&E Pala Substation,WITHDRAWN,withdrawn,other,1,0,0
,126.0,Wind Turbine,,,1500.0,CLARK,NV,SCE,,Eldorado Substation 220kV bus,WITHDRAWN,withdrawn,wind,1,0,0
,127.0,Other,,,27.2,CONTRA COSTA,CA,PGAE,,115kV Oleum Switchyard,WITHDRAWN,withdrawn,other,1,0,0
,128.0,Natural Gas,,,600.0,FRESNO,CA,PGAE,,McCall Substation,WITHDRAWN,withdrawn,other,1,0,0
,129.0,Wind Turbine,,,400.0,SAN BERNARDINO,CA,SCE,,Pisgah 230kV Substation,WITHDRAWN,withdrawn,wind,1,0,0
,130.0,Solar,,,565.0,SAN BERNARDINO,CA,SCE,,Mohave Generating Station,WITHDRAWN,withdrawn,solar,1,0,0
,133.0,Wind Turbine,,,140.0,SAN BERNARDINO,CA,SCE,,Pisgah-Lugo 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,134.0,Natural Gas,,,200.0,KERN,CA,SCE,,Pastoria Substation,WITHDRAWN,withdrawn,other,1,0,0
,135.0,Wind Turbine,,,60.0,SAN BERNARDINO,CA,SCE,,Lugo-Pisgah 230kV line,WITHDRAWN,withdrawn,wind,1,0,0
,136.0,Natural Gas,,,300.0,SAN BERNARDINO,CA,SCE,,Etiwanda 230kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,139.0,Natural Gas,,,698.0,SAN BERNARDINO,CA,SCE,,SCE Rancho Vista 500kV Sub,WITHDRAWN,withdrawn,other,1,0,0
,140.0,Geothermal,,,75.0,INYO,CA,SCE,,Coso-Kramer 230 kV,WITHDRAWN,withdrawn,other,1,0,0
,141.0,Natural Gas,,,504.0,SAN BERNARDINO,CA,SCE,,Rancho Vista 500 kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,142.0,Solar,,,80.0,SAN BERNARDINO,CA,SCE,,Kramer Substation 220kV,WITHDRAWN,withdrawn,solar,1,0,0
,143.0,Solar,,,80.0,SAN BERNARDINO,CA,SCE,,Kramer Substation,WITHDRAWN,withdrawn,solar,1,0,0
,144.0,Solar,,,320.0,SAN BERNARDINO,CA,SCE,,Kramer Substation,WITHDRAWN,withdrawn,solar,1,0,0
,145.0,Natural Gas,,,591.0,CLARK,NV,SCE,,Eldorado 500 kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,148.0,Geothermal,,,90.0,CHURCH,NV,SCE,,Oxbow 230kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,149.0,Wind Turbine,,,362.0,KERN,CA,SCE,,SCE Highwind Sub #2 (proposed) 230 kV,WITHDRAWN,withdrawn,wind,1,0,0
,150.0,Natural Gas,,,47.4,SAN DIEGO,CA,SDGE,,Border Substation 69 kV,WITHDRAWN,withdrawn,other,1,0,0
,151.0,Natural Gas,,,510.0,SAN BERNARDINO,CA,SCE,,Chino Substation 230kV Line,WITHDRAWN,withdrawn,other,1,0,0
,152.0,Wind Turbine,,,105.0,SANTA BARBARA,CA,PGAE,,Mesa-Divide #1 115kV line,WITHDRAWN,withdrawn,wind,1,0,0
,153.0,Wind Turbine,,,100.0,KERN,CA,SCE,,Whirlwind Substation 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,154.0,Solar,,,250.0,KERN,CA,SCE,,Windhub 230 kV Substation,WITHDRAWN,withdrawn,solar,1,0,0
,155.0,Natural Gas,,,300.0,ALAMEDA,CA,PGAE,,Oakland C 115kV substation,WITHDRAWN,withdrawn,other,1,0,0
,156.0,Wind Turbine,,,201.0,SAN BERNARDINO,CA,SCE,,Lugo-Pisgah 230kV line,WITHDRAWN,withdrawn,wind,1,0,0
,157.0,Wind Turbine,,,100.0,KERN,CA,SCE,,66kV Rosamond-Antelope line,WITHDRAWN,withdrawn,wind,1,0,0
,158.0,Wind Turbine,,,100.0,KERN,CA,SCE,,66kV Rosamond-Delsur line,WITHDRAWN,withdrawn,wind,1,0,0
,159.0,Wind Turbine,,,100.0,KERN,CA,SCE,,Antelope-Magunden #1 220kV line,WITHDRAWN,withdrawn,wind,1,0,0
,160.0,Solar,,,220.0,SAN BERNARDINO,CA,SCE,,Kramer,WITHDRAWN,withdrawn,solar,1,0,0
,161.0,Natural Gas,,,220.0,LOS ANGELES,CA,SCE,,Harborgen Substation,WITHDRAWN,withdrawn,other,1,0,0
,164.0,Wind Turbine,,,1000.0,BAJA CALIFORNIA,MX,SDGE,,Imperial Valley 230kV switchyard,WITHDRAWN,withdrawn,wind,1,0,0
,165.0,Solar,,,400.0,SAN BERNARDINO,CA,SCE,,Pisgah 230kV Substation bus,WITHDRAWN,withdrawn,solar,1,0,0
,167.0,Natural Gas,,,700.0,RIVERSIDE,CA,SCE,,500kV line to Midpoint Switching Station,WITHDRAWN,withdrawn,other,1,0,0
,168.0,Wind Turbine,,,1000.0,BAJA CALIFORNIA,MX,SDGE,,Imperial Valley 500kV bus,WITHDRAWN,withdrawn,wind,1,0,0
,169.0,Solar,,,211.6,IMPERIAL,CA,SDGE,,Imperial Valley 230kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,170.0,Solar,,,150.0,KERN,CA,SCE,,Substation 5 (aka Whirlwind),WITHDRAWN,withdrawn,solar,1,0,0
,171.0,Wind Turbine,,,500.0,SOLANO,CA,PGAE,,Vaca-Tesla 500kV line,WITHDRAWN,withdrawn,wind,1,0,0
,172.0,Natural Gas,,,508.0,SAN JOAQUIN,CA,PGAE,,Tesla-Bellota 230kV lines,WITHDRAWN,withdrawn,other,1,0,0
,173.0,Natural Gas,,,49.9,SAN DIEGO,CA,SDGE,,Pala 69kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,174.0,Wind Turbine,,,30.0,RIVERSIDE,CA,SCE,,Devers-Venwind 115kV line,WITHDRAWN,withdrawn,wind,1,0,0
,175.0,Wind Turbine,,,650.0,KERN,CA,SCE,,Whirlwind Substation 230kV ,WITHDRAWN,withdrawn,wind,1,0,0
,176.0,Natural Gas,,,49.9,ORANGE,CA,SDGE,,Margarita 138kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,177.0,Wind Turbine,,,100.0,CONTRA COSTA,CA,PGAE,,Bahia   Moraga 230 kV Line,WITHDRAWN,withdrawn,wind,1,0,0
,178.0,Wind Turbine,,,100.0,MERCED,CA,PGAE,,Los Banos 230kV bus near Pacheco Pass,WITHDRAWN,withdrawn,wind,1,0,0
,,Wind Turbine,,,500.0,MEXICALI/ENSENADA/TECATE,MX,SDGE,,Miguel 230kV Bus,WITHDRAWN,withdrawn,wind,1,0,0
,,Wind Turbine,,,500.0,MEXICALI/ENSENADA/TECATE,MX,SDGE,,Imperial Valley  230kV Substation,WITHDRAWN,withdrawn,wind,1,0,0
,179.0,Solar,,,300.0,RIVERSIDE,CA,SCE,,Julian Hinds 230kV Substation,WITHDRAWN,withdrawn,solar,1,0,0
,180.0,Natural Gas,,,564.0,SAN BERNARDINO,CA,SCE,,New 230kV Switchyard on the Mira Loma-Vista #2 line,WITHDRAWN,withdrawn,other,1,0,0
,181.0,Natural Gas,,,400.0,SAN BERNARDINO,CA,SCE,,New  230kV switchyard on the Chino-Serrano line,WITHDRAWN,withdrawn,other,1,0,0
,182.0,Solar,,,500.0,KERN,CA,SCE,,Windhub Substation,WITHDRAWN,withdrawn,solar,1,0,0
,183.0,Wind Turbine,,,300.0,BAJA CALIFORNIA,MX,SDGE,,East County (ECO) Substation 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,184.0,Geothermal,,,32.0,SONOMA,CA,PGAE,,Geysers #3-Cloverdale 115 kV line,WITHDRAWN,withdrawn,other,1,0,0
,185.0,Geothermal,,,150.0,MINERAL,NV,SCE,,Control Sub,WITHDRAWN,withdrawn,other,1,0,0
,186.0,Natural Gas,,,211.0,SAN JOAQUIN,CA,PGAE,,Stockton¿A¿-Lockeford-Bellota 115kV #1&#2 lines & Tesla-Tracy 115kV line,WITHDRAWN,withdrawn,other,1,0,0
,187.0,Geothermal,,,50.0,SONOMA,CA,PGAE,,Geysers-Fulton 230kV transmission line,WITHDRAWN,withdrawn,other,1,0,0
,190.0,Natural Gas,,,330.0,SAN DIEGO,CA,SDGE,,Otay Mesa Energy Center 230kV Substation,WITHDRAWN,withdrawn,other,1,0,0
,191.0,Natural Gas,,,315.0,SAN DIEGO,CA,SDGE,,Penasquistos Old Town 230kV transmission line,WITHDRAWN,withdrawn,other,1,0,0
,192.0,Natural Gas,,,315.0,SAN DIEGO,CA,SDGE,,San Luis Rey¿Mission 230kV transmission line,WITHDRAWN,withdrawn,other,1,0,0
,195.0,Natural Gas,,,725.0,KERN,CA,SCE,,Springerville Mugunden 230kV Line,WITHDRAWN,withdrawn,other,1,0,0
,196.0,Natural Gas,,,210.0,MADERA,CA,PGAE,,Borden Substation 230kV Bus,WITHDRAWN,withdrawn,other,1,0,0
,197.0,Natural Gas,,,315.0,SAN DIEGO,CA,SDGE,,Otay Mesa 230kV switchyard,WITHDRAWN,withdrawn,other,1,0,0
,198.0,Natural Gas,,,400.0,SAN DIEGO,CA,SDGE,,OMEC interconnection substation,WITHDRAWN,withdrawn,other,1,0,0
,199.0,Natural Gas,,,50.0,SAN JOAQUIN,CA,PGAE,,60kV bus at Posdef QF facility,WITHDRAWN,withdrawn,other,1,0,0
,200.0,Natural Gas,,,200.0,RIVERSIDE,CA,SCE,,Mira Loma Substation,WITHDRAWN,withdrawn,other,1,0,0
,202.0,Wind Turbine,,,198.65,SAN BERNARDINO,CA,SCE,,Cool Water-Kramer #1 230kV line,WITHDRAWN,withdrawn,wind,1,0,0
,203.0,Wind Turbine,,,198.65,SAN BERNARDINO,CA,SCE,,Cool Water-SEGS2-Tortilla 115kV line,WITHDRAWN,withdrawn,wind,1,0,0
,204.0,Wind Turbine,,,149.4,SAN BERNARDINO,CA,SCE,,Tortilla-Kramer 115 kV line,WITHDRAWN,withdrawn,wind,1,0,0
,205.0,Solar,,,5.0,CLARK,NV,SCE,,El Dorado 220kV Switchyard,WITHDRAWN,withdrawn,solar,1,0,0
,206.0,Solar,,,200.0,LOS ANGELES,CA,SCE,,El Sequndo 230kV Switchyard,WITHDRAWN,withdrawn,solar,1,0,0
,207.0,Natural Gas,,,557.3,LOS ANGELES,CA,SCE,,Long Beach Substation,WITHDRAWN,withdrawn,other,1,0,0
,208.0,Solar,,,2.0,ALAMEDA,CA,PGAE,,Tracy-Herdlyn 69kV line,WITHDRAWN,withdrawn,solar,1,0,0
,209.0,Wind Turbine,,,400.0,BAJA CALIFORNIA,MX,SDGE,,New 230/500kV substation near the 500kV IV-ML line,WITHDRAWN,withdrawn,wind,1,0,0
,210.0,Solar,,,500.0,RIVERSIDE,CA,SCE,,Red Bluff Substation 230kV switchyard,WITHDRAWN,withdrawn,solar,1,0,0
,211.0,Wind Turbine,,,201.0,LASSEN,CA,PGAE,,Caribou 230kV Substation,WITHDRAWN,withdrawn,wind,1,0,0
,212.0,Wind Turbine,,,50.0,HUMBOLDT,CA,PGAE,,Rio Dell Substation 60kV,WITHDRAWN,withdrawn,wind,1,0,0
,213.0,Wind Turbine,,,180.0,SAN BERNARDINO,CA,SCE,,Coolwater 220kV bus,WITHDRAWN,withdrawn,wind,1,0,0
,214.0,Wind Turbine,,,49.25,SAN BERNARDINO,CA,SCE,,Coolwater-Kramer 115 kV line,WITHDRAWN,withdrawn,wind,1,0,0
,215.0,Wind Turbine,,,420.0,BAJA CALIFORNIA,MX,SDGE,,East County (ECO) Substation 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,216.0,Natural Gas,,,98.8,SAN DIEGO,CA,SDGE,,Otay Mesa Energy Center,WITHDRAWN,withdrawn,other,1,0,0
,217.0,Natural Gas,,,98.8,SAN DIEGO,CA,SDGE,,San Luis Rey-Melrose 69kV,WITHDRAWN,withdrawn,other,1,0,0
,218.0,Natural Gas,,,98.8,SAN DIEGO,CA,SDGE,,Loop Talega-Escondido 230kV line,WITHDRAWN,withdrawn,other,1,0,0
,219.0,Solar,,,50.0,RIVERSIDE,CA,SCE,,Colorado River Substation 500kV bus,WITHDRAWN,withdrawn,solar,1,0,0
,220.0,Solar,,,450.0,SAN BERNARDINO,CA,SCE,,BLM West-Kramer 230kV line,WITHDRAWN,withdrawn,solar,1,0,0
,221.0,Solar,,,450.0,SAN BERNARDINO,CA,SCE,,Cool Water-Kramer #1 230kV line,WITHDRAWN,withdrawn,solar,1,0,0
,223.0,Wind Turbine,,,170.0,SAN BERNARDINO,CA,SCE,,Cool Water-Kramer #1 230kV line,WITHDRAWN,withdrawn,wind,1,0,0
,224.0,Natural Gas,,,99.0,SAN DIEGO,CA,SDGE,,69kV line next to Calpeak Border site,WITHDRAWN,withdrawn,other,1,0,0
,225.0,Natural Gas,,,640.0,RIVERSIDE,CA,SCE,,500kV line to the new Midpoint switching station,WITHDRAWN,withdrawn,other,1,0,0
,226.0,Natural Gas,,,620.0,SAN DIEGO,CA,SDGE,,New double circuit 230kV line into Escondido Substation,WITHDRAWN,withdrawn,other,1,0,0
,227.0,Wind Turbine,,,175.0,MARIN,CA,PGAE,,Fulton-Ignacio 230kV #2 line,WITHDRAWN,withdrawn,wind,1,0,0
,228.0,Natural Gas,,,630.0,ALAMEDA,CA,PGAE,,Newark Substation 230kV bus,WITHDRAWN,withdrawn,other,1,0,0
,229.0,Solar,,,1000.0,SAN BERNARDINO,CA,SCE,,Devers Substation,WITHDRAWN,withdrawn,solar,1,0,0
,230.0,Solar,,,1000.0,SAN BERNARDINO,CA,SCE,,Devers Substation,WITHDRAWN,withdrawn,solar,1,0,0
,231.0,Wind Turbine,,,50.0,RIVERSIDE,CA,SCE,,Venwind portion of Devers-Garnett-Venwind line,WITHDRAWN,withdrawn,wind,1,0,0
,232.0,Natural Gas,,,99.0,SAN DIEGO,CA,SDGE,,Interconnection on Site,WITHDRAWN,withdrawn,other,1,0,0
,234.0,Solar,,,400.0,CLARK,NV,SCE,,Proposed Eldorado-Ivanpah 230kV line,WITHDRAWN,withdrawn,solar,1,0,0
